thomas_num,thomas_name,id,icpsr,congress,st_name,cd,dem,female,votepct,deleg_size,speaker,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,afam,latino,votepct_sq,power,chair,seniority,sensq,state_leg,state_leg_prof,majority,maj_leader,min_leader,minwomen,majwomen,meddist,south,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,demwomen,repwomen,les_am,leslag_am,les_am_half,leslag_am_half
3592,"Brooks, Jack",1014309,1077,101,TX,9,1,0,100,27,0,9,8,9,8,2,17,9,9,8,4,1,1,1,1,1,0,0,10000,0,1,19,361,1,0.191,1,0,0,0,0,0.28549999,1,27,18,19,17,7,8.68867588,5.894937515,0,0,8.124587059,NA,8.40663147,NA
4046,"Brooks, Jack",1024309,1077,102,TX,9,1,0,58,27,0,9,9,8,5,0,10,5,5,5,1,0,0,0,0,0,0,0,3364,0,1,20,400,1,0.191,1,0,0,0,0,0.274000019,1,19,14,13,10,1,5.067934036,8.68867588,0,0,4.786492348,8.124587059,4.927213192,8.40663147
4491,"Brooks, Jack",1034309,1077,103,TX,9,1,0,54,30,0,14,12,13,11,4,9,5,5,4,3,0,0,0,0,0,0,0,2916,0,1,21,441,1,0.191,1,0,0,0,0,0.275000006,1,23,17,18,15,7,10.63506603,5.067934036,0,0,9.413647652,4.786492348,10.02435684,4.927213192
45,"Broomfield, William",932219,1087,93,MI,19,0,0,70,19,0,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,4900,0,0,9,81,1,0.463,0,0,0,0,0,0.249000013,0,43,0,0,0,0,0.209837392,NA,0,0,NA,NA,NA,NA
495,"Broomfield, William",942219,1087,94,MI,19,0,0,63,19,0,0,0,0,0,0,64,0,0,0,0,2,0,0,0,0,0,0,3969,0,0,10,100,1,0.463,0,0,0,0,0,0.39200002,0,66,0,0,0,0,0.36916402,0.209837392,0,0,NA,NA,NA,NA
940,"Broomfield, William",952219,1087,95,MI,19,0,0,67,19,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4489,0,0,11,121,1,0.463,0,0,0,0,0,0.385500014,0,20,0,0,0,0,0.126094073,0.36916402,0,0,NA,NA,NA,NA
1383,"Broomfield, William",962219,1087,96,MI,19,0,0,71,19,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,5041,0,0,12,144,1,0.463,0,0,0,0,0,0.362000018,0,11,0,0,0,0,0.109835424,0.126094073,0,0,NA,NA,NA,NA
1818,"Broomfield, William",972219,1087,97,MI,19,0,0,73,19,0,0,0,0,0,0,10,1,1,1,1,1,0,0,0,0,0,0,5329,0,0,13,169,1,0.463,0,0,0,0,0,0.291000009,0,11,1,1,1,1,0.67651242,0.109835424,0,0,0.825687647,NA,0.751100063,NA
2263,"Broomfield, William",982218,1087,98,MI,18,0,0,73,18,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,5329,0,0,14,196,1,0.463,0,0,0,0,0,0.363000005,0,4,1,1,1,1,0.132755667,0.67651242,0,0,0.22601983,0.825687647,0.179387748,0.751100063
2710,"Broomfield, William",992218,1087,99,MI,18,0,0,79,18,0,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0,0,0,6241,0,0,15,225,1,0.463,0,0,0,0,0,0.347000003,0,4,2,1,1,0,0.160435095,0.132755667,0,0,0.365664274,0.22601983,0.263049692,0.179387748
3153,"Broomfield, William",1002218,1087,100,MI,18,0,0,74,18,0,0,0,0,0,0,8,1,1,1,0,1,1,1,1,1,0,0,5476,0,0,16,256,1,0.463,0,0,0,0,0,0.375999987,0,9,2,2,2,1,0.455543637,0.160435095,0,0,NA,0.365664274,NA,0.263049692
3593,"Broomfield, William",1012218,1087,101,MI,18,0,0,77,18,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5929,0,0,17,289,1,0.463,0,0,0,0,0,0.388500005,0,5,1,0,0,0,0.130013317,0.455543637,0,0,0.160705149,NA,0.145359233,NA
4047,"Broomfield, William",1022218,1087,102,MI,18,0,0,66,18,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,4356,0,0,18,324,1,0.463,0,0,0,0,0,0.414999992,0,7,2,1,1,0,0.388953239,0.130013317,0,0,0.388953239,0.160705149,0.388953239,0.145359233
46,"Brotzman, Donald",930602,10572,93,CO,2,0,0,66,5,0,2,1,1,0,0,59,0,0,0,0,4,1,1,1,1,0,0,4356,1,0,6,36,1,0.284000009,0,0,0,0,0,0.179000005,0,65,2,2,1,1,0.797007978,NA,0,0,NA,NA,NA,NA
7612,"Broun, Paul",1101010.2,20753,110,GA,10,0,0,NA,13,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,1.13499999,1,11,1,1,0,0,0.306725264,NA,0,0,0.306725264,NA,0.306725264,NA
3594,"Browder, Glen",1010103,15632,101,AL,3,1,0,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,1,0.158000007,1,0,0,0,0,0.022499999,1,0,0,0,0,0,0,NA,0,0,0.053199187,NA,0.026599593,NA
4048,"Browder, Glen",1020103,15632,102,AL,3,1,0,74,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5476,0,0,2,4,1,0.158000007,1,0,0,0,0,0.002999999,1,3,0,0,0,0,0.029814646,0,0,0,0.029814646,0.053199187,0.029814646,0.026599593
4492,"Browder, Glen",1030103,15632,103,AL,3,1,0,60,7,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,3600,0,0,3,9,1,0.158000007,1,0,0,0,0,0.004000001,1,3,1,1,1,0,0.086756453,0.029814646,0,0,0.086756453,0.029814646,0.086756453,0.029814646
4934,"Browder, Glen",1040103,15632,104,AL,3,1,0,64,7,0,0,0,0,0,0,10,1,1,1,1,0,0,0,0,0,0,0,4096,0,0,4,16,1,0.158000007,0,0,0,0,0,0.337000012,1,10,1,1,1,1,0.769938767,0.086756453,0,0,0.1721766,0.086756453,0.471057683,0.086756453
47,"Brown, Clarence",933507,10786,93,OH,7,0,0,73,23,0,2,1,1,0,0,23,1,1,1,1,1,0,0,0,0,0,0,5329,0,0,5,25,0,0,0,0,0,0,0,0.329999983,0,26,2,2,1,1,0.978265464,NA,0,0,NA,NA,NA,NA
496,"Brown, Clarence",943507,10786,94,OH,7,0,0,61,23,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3721,0,0,6,36,0,0,0,0,0,0,0,0.467000008,0,21,0,0,0,0,0.120379575,0.978265464,0,0,NA,NA,NA,NA
941,"Brown, Clarence",953507,10786,95,OH,7,0,0,65,23,0,0,0,0,0,0,25,1,1,1,0,2,0,0,0,0,0,0,4225,0,0,7,49,0,0,0,0,0,0,0,0.453500003,0,27,1,1,1,0,0.401647896,0.120379575,0,0,NA,NA,NA,NA
1385,"Brown, Clarence",963507,10786,96,OH,7,0,0,100,23,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,10000,0,0,8,64,0,0,0,0,0,0,0,0.423999995,0,29,0,0,0,0,0.303662658,0.401647896,0,0,NA,NA,NA,NA
1819,"Brown, Clarence",973507,10786,97,OH,7,0,0,76,23,0,2,1,1,1,0,24,3,0,0,0,1,0,0,0,0,0,0,5776,0,0,9,81,0,0,0,0,0,0,0,0.345999986,0,27,4,1,1,0,1.09249413,0.303662658,0,0,1.09249413,NA,1.09249413,NA
4493,"Brown, Corrine",1030903,29328,103,FL,3,1,1,59,23,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,0,3481,0,0,1,1,1,0.254999995,1,0,0,0,1,0.294,1,3,1,1,1,1,0.134324595,NA,1,0,0.134324595,NA,0.134324595,NA
4937,"Brown, Corrine",1040903,29328,104,FL,3,1,1,58,23,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,1,0,3364,0,0,2,4,1,0.254999995,0,0,0,1,0,0.629999995,1,5,1,1,1,1,0.196075365,0.134324595,1,0,0.076522939,0.134324595,0.136299148,0.134324595
5383,"Brown, Corrine",1050903,29328,105,FL,3,1,1,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3721,0,0,3,9,1,0.254999995,0,0,0,1,0,0.63349998,1,0,0,0,0,0,0,0.196075365,1,0,0.030049009,0.076522939,0.015024505,0.136299148
5835,"Brown, Corrine",1060903,29328,106,FL,3,1,1,55,23,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,1,0,3025,0,0,4,16,1,0.254999995,0,0,0,1,0,0.595000029,1,4,0,2,2,0,0.118212357,0,1,0,0.118212357,0.030049009,0.118212357,0.015024505
6275,"Brown, Corrine",1070903,29328,107,FL,3,1,1,58,23,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,0,1,0,3364,0,0,5,25,1,0.254999995,0,0,0,1,0,0.63499999,1,6,0,2,2,0,0.146891415,0.118212357,1,0,0.146891415,0.118212357,0.146891415,0.118212357
6724,"Brown, Corrine",1080903,29328,108,FL,3,1,1,59,25,0,0,0,0,0,0,1,0,0,0,0,4,2,2,2,2,1,0,3481,0,0,6,36,1,0.254999995,0,0,0,1,0,0.680999994,1,5,2,2,2,2,0.281597227,0.146891415,1,0,0.281597227,0.146891415,0.281597227,0.146891415
7168,"Brown, Corrine",1090903,29328,109,FL,3,1,1,100,25,0,0,0,0,0,0,7,0,0,0,0,1,0,1,1,1,1,0,10000,0,0,7,49,1,0.254999995,0,0,0,1,0,0.723999977,1,8,0,1,1,1,0.211742088,0.281597227,1,0,0.261713326,0.281597227,0.236727715,0.281597227
7613,"Brown, Corrine",1100903,29328,110,FL,3,1,1,100,25,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,1,0,10000,0,0,8,64,1,0.254999995,1,0,0,0,1,0.239000008,1,10,1,1,1,0,0.392218083,0.211742088,1,0,0.64997232,0.261713326,0.521095216,0.236727715
48,"Brown, Gary",932203,11006,93,MI,3,0,0,59,19,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,3481,0,0,4,16,1,0.463,0,0,0,0,0,0.306999981,0,19,0,0,0,0,0.089930311,NA,0,0,NA,NA,NA,NA
497,"Brown, Gary",942203,11006,94,MI,3,0,0,52,19,0,2,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,2704,0,0,5,25,1,0.463,0,0,0,0,0,0.442999989,0,20,0,0,0,0,0.121526048,0.089930311,0,0,NA,NA,NA,NA
942,"Brown, Gary",952203,11006,95,MI,3,0,0,51,19,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,2601,0,0,6,36,1,0.463,0,0,0,0,0,0.429499984,0,11,0,0,0,0,0.06430798,0.121526048,0,0,NA,NA,NA,NA
49,"Brown, George",930538,10573,93,CA,38,1,0,56,43,0,0,0,0,0,0,47,0,0,0,0,3,1,1,1,1,0,0,3136,0,0,1,1,1,0.526000023,1,0,0,0,0,0.486000001,0,50,1,1,1,1,0.338621587,NA,0,0,NA,NA,NA,NA
498,"Brown, George",940536,10573,94,CA,36,1,0,63,43,0,3,2,2,1,0,31,0,0,0,0,2,0,0,0,0,0,0,3969,0,0,2,4,1,0.526000023,1,0,0,0,0,0.346999973,0,36,2,2,1,0,1.068867326,0.338621587,0,0,NA,NA,NA,NA
943,"Brown, George",950536,10573,95,CA,36,1,0,65,43,0,4,4,4,4,2,45,1,1,1,1,1,0,0,0,0,0,0,4225,0,0,3,9,1,0.526000023,1,0,0,0,0,0.357500017,0,50,5,5,5,3,3.292779446,1.068867326,0,0,NA,NA,NA,NA
1384,"Brown, George",960536,10573,96,CA,36,1,0,63,43,0,1,1,1,1,1,23,1,1,1,0,7,1,1,1,1,0,0,3969,0,0,4,16,1,0.526000023,1,0,0,0,0,0.384000003,0,31,3,3,3,2,1.495245099,3.292779446,0,0,NA,NA,NA,NA
1820,"Brown, George",970536,10573,97,CA,36,1,0,53,43,0,1,1,1,1,0,11,3,1,0,0,7,0,1,0,1,0,0,2809,0,0,5,25,1,0.526000023,1,0,0,0,0,0.458999991,0,19,4,3,1,1,1.097936988,1.495245099,0,0,0.746945858,NA,0.922441423,NA
2264,"Brown, George",980536,10573,98,CA,36,1,0,54,45,0,2,2,2,2,2,15,4,0,0,0,4,0,0,0,0,0,0,2916,0,0,6,36,1,0.526000023,1,0,0,0,0,0.389999986,0,21,6,2,2,2,2.234505415,1.097936988,0,0,2.334614992,0.746945858,2.284560204,0.922441423
2711,"Brown, George",990536,10573,99,CA,36,1,0,57,45,0,0,0,0,0,0,15,3,1,1,1,1,0,0,0,0,0,0,3249,0,0,7,49,1,0.526000023,1,0,0,0,0,0.410000026,0,16,3,1,1,1,0.889520407,2.234505415,0,0,0.994065166,2.334614992,0.941792786,2.284560204
3154,"Brown, George",1000536,10573,100,CA,36,1,0,57,45,0,0,0,0,0,0,12,2,0,0,0,1,0,0,0,0,0,0,3249,0,0,8,64,1,0.526000023,1,0,0,0,0,0.384000003,0,13,2,0,0,0,0.298127472,0.889520407,0,0,NA,0.994065166,NA,0.941792786
3596,"Brown, George",1010536,10573,101,CA,36,1,0,54,45,0,2,2,1,1,0,15,5,0,0,0,1,0,0,0,0,0,0,2916,0,0,9,81,1,0.526000023,1,0,0,0,0,0.374499977,0,18,7,1,1,0,1.187967658,0.298127472,0,0,1.21865952,NA,1.203313589,NA
4049,"Brown, George",1020536,10573,102,CA,36,1,0,53,45,0,10,7,9,7,4,24,8,4,2,1,0,0,0,0,0,0,0,2809,0,1,10,100,1,0.526000023,1,0,0,0,0,0.352000028,0,34,15,13,9,5,7.082769394,1.187967658,0,0,6.419486046,1.21865952,6.75112772,1.203313589
4495,"Brown, George",1030542,10573,103,CA,42,1,0,51,52,0,6,5,6,4,0,18,2,0,0,0,0,0,0,0,0,0,0,2601,0,1,11,121,1,0.526000023,1,0,0,0,0,0.342000008,0,24,7,6,4,0,3.171724796,7.082769394,0,0,2.309351206,6.419486046,2.74053812,6.75112772
4936,"Brown, George",1040542,10573,104,CA,42,1,0,51,52,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,2601,0,0,12,144,1,0.526000023,0,0,0,0,0,0.67900002,0,11,1,0,0,0,0.287347853,3.171724796,0,0,0.811489165,2.309351206,0.549418509,2.74053812
5384,"Brown, George",1050542,10573,105,CA,42,1,0,50,52,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,13,169,1,0.526000023,0,0,0,0,0,0.684499979,0,9,0,0,0,0,0.162727013,0.287347853,0,0,0.162766337,0.811489165,0.162746668,0.549418509
5837,"Brown, George",1060542.1,10573,106,CA,42,1,0,55,52,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3025,0,0,14,196,1,0.526000023,0,0,0,0,0,0.648000002,0,5,1,0,0,0,0.162154645,0.162727013,0,0,0.162154645,0.162766337,0.162154645,0.162746668
1821,"Brown, Hank",970604,14803,97,CO,4,0,0,68,5,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,4624,0,0,1,1,1,0.284000009,0,0,0,0,0,0.558000028,0,12,1,0,0,0,0.191994995,NA,0,0,0.653957009,NA,0.422976017,NA
2265,"Brown, Hank",980604,14803,98,CO,4,0,0,70,6,0,0,0,0,0,0,11,3,2,2,1,2,0,0,0,0,0,0,4900,0,0,2,4,1,0.284000009,0,0,0,0,0,0.602999985,0,13,3,2,2,1,0.876160026,0.191994995,0,0,1.300511956,0.653957009,1.088335991,0.422976017
2712,"Brown, Hank",990604,14803,99,CO,4,0,0,71,6,0,0,0,0,0,0,11,4,0,0,0,5,0,0,0,0,0,0,5041,0,0,3,9,1,0.284000009,0,0,0,0,0,0.559000015,0,16,4,0,0,0,0.409496605,0.876160026,0,0,0.416594446,1.300511956,0.413045526,1.088335991
3155,"Brown, Hank",1000604,14803,100,CO,4,0,0,70,6,0,1,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,4900,1,0,4,16,1,0.284000009,0,0,0,0,0,0.561999977,0,13,1,0,0,0,0.31362918,0.409496605,0,0,NA,0.416594446,NA,0.413045526
3595,"Brown, Hank",1010604,14803,101,CO,4,0,0,73,6,0,0,0,0,0,0,20,1,1,1,0,2,1,1,1,1,0,0,5329,1,0,5,25,1,0.284000009,0,0,0,0,0,0.546499968,0,22,2,2,2,1,0.638122857,0.31362918,0,0,0.638122857,NA,0.638122857,NA
6276,"Brown, Henry",1074001,20137,107,SC,1,0,0,60,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,1,1,1,0.135000005,1,0,0,0,0,0.275999993,1,19,0,0,0,0,0.296532929,NA,0,0,0.296532929,NA,0.296532929,NA
6726,"Brown, Henry",1084001,20137,108,SC,1,0,0,89,6,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,7921,0,0,2,4,1,0.135000005,1,0,0,0,0,0.224000007,1,12,2,0,0,0,0.42184189,0.296532929,0,0,0.42184189,0.296532929,0.42184189,0.296532929
7169,"Brown, Henry",1094001,20137,109,SC,1,0,0,88,6,0,0,0,0,0,0,41,1,1,1,0,0,0,0,0,0,0,0,7744,0,0,3,9,1,0.135000005,1,0,0,0,0,0.175999999,1,41,1,1,1,0,0.939708829,0.42184189,0,0,0.939795554,0.42184189,0.939752221,0.42184189
7614,"Brown, Henry",1104001,20137,110,SC,1,0,0,60,6,0,0,0,0,0,0,31,4,2,2,1,0,0,0,0,0,0,0,3600,0,0,4,16,1,0.135000005,0,0,0,0,0,0.656000018,1,31,4,2,2,1,1.44152081,0.939708829,0,0,1.44152081,0.939795554,1.44152081,0.939752221
4494,"Brown, Sherrod",1033513,29389,103,OH,13,1,0,53,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,1,1,1,0.328999996,1,0,0,0,0,0.232999995,0,6,0,0,0,0,0.093799405,NA,0,0,0.093799405,NA,0.093799405,NA
4935,"Brown, Sherrod",1043513,29389,104,OH,13,1,0,49,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,2,4,1,0.328999996,0,0,0,0,0,0.600000024,0,7,0,0,0,0,0.133915141,0.093799405,0,0,0.133915141,0.093799405,0.133915141,0.093799405
5385,"Brown, Sherrod",1053513,29389,105,OH,13,1,0,60,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,3,9,1,0.328999996,0,0,0,0,0,0.63349998,0,3,0,0,0,0,0.054242339,0.133915141,0,0,0.054255448,0.133915141,0.054248892,0.133915141
5836,"Brown, Sherrod",1063513,29389,106,OH,13,1,0,62,19,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,0,0,0,3844,0,0,4,16,1,0.328999996,0,0,0,0,0,0.625,0,12,2,2,2,1,0.761371076,0.054242339,0,0,1.086683869,0.054255448,0.924027443,0.054248892
6277,"Brown, Sherrod",1073513,29389,107,OH,13,1,0,65,19,0,1,0,0,0,0,12,2,2,2,2,1,1,1,1,1,0,0,4225,0,0,5,25,1,0.328999996,0,0,0,0,0,0.69599998,0,14,3,3,3,3,1.714936614,0.761371076,0,0,2.157388926,1.086683869,1.93616271,0.924027443
6725,"Brown, Sherrod",1083513,29389,108,OH,13,1,0,69,18,0,0,0,0,0,0,14,1,1,1,0,1,0,0,0,0,0,0,4761,0,0,6,36,1,0.328999996,0,0,0,0,0,0.773000002,0,15,1,1,1,0,0.594470322,1.714936614,0,0,0.671547532,2.157388926,0.633008957,1.93616271
7170,"Brown, Sherrod",1093513,29389,109,OH,13,1,0,67,18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4489,0,0,7,49,1,0.328999996,0,0,0,0,0,0.847000003,0,19,0,0,0,0,0.265725881,0.594470322,0,0,0.536077678,0.671547532,0.400901794,0.633008957
6727,"Brown-Waite, Ginny",1080905,20313,108,FL,5,0,1,48,25,0,0,0,0,0,0,9,5,3,3,1,2,1,2,2,1,0,0,2304,0,0,1,1,1,0.248999998,1,0,0,0,1,0.199000001,1,11,6,5,5,2,1.900725842,NA,0,1,1.900725842,NA,1.900725842,NA
7171,"Brown-Waite, Ginny",1090905,20313,109,FL,5,0,1,66,25,0,0,0,0,0,0,21,4,2,1,0,1,1,1,1,1,0,0,4356,0,0,2,4,1,0.248999998,1,0,0,0,1,0.150999993,1,22,5,3,2,1,1.268865824,1.900725842,0,1,1.514212132,1.900725842,1.391538978,1.900725842
7615,"Brown-Waite, Ginny",1100905,20313,110,FL,5,0,1,60,25,0,0,0,0,0,0,23,2,0,0,0,4,3,4,4,4,0,0,3600,0,0,3,9,1,0.248999998,0,0,0,1,0,0.630999982,1,27,5,4,4,4,0.944568813,1.268865824,0,1,1.219979644,1.514212132,1.082274199,1.391538978
4938,"Brownback, Sam",1041602,29523,104,KS,2,0,0,66,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4356,0,0,1,1,0,0,1,0,0,0,0,0.335999995,0,2,0,0,0,0,0.057392202,NA,0,0,0.350125313,NA,0.203758761,NA
50,"Broyhill, James",933310,10574,93,NC,10,0,0,73,11,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5329,0,0,6,36,0,0,0,0,0,0,0,0.307999998,1,35,0,0,0,0,0.186062723,NA,0,0,NA,NA,NA,NA
499,"Broyhill, James",943310,10574,94,NC,10,0,0,54,11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,2916,0,0,7,49,0,0,0,0,0,0,0,0.444999993,1,38,0,0,0,0,0.217829704,0.186062723,0,0,NA,NA,NA,NA
944,"Broyhill, James",953310,10574,95,NC,10,0,0,60,11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,8,64,0,0,0,0,0,0,0,0.433499992,1,38,0,0,0,0,0.239578739,0.217829704,0,0,NA,NA,NA,NA
1386,"Broyhill, James",963310,10574,96,NC,10,0,0,100,11,0,2,1,1,1,1,11,0,0,0,0,1,0,0,0,0,0,0,10000,0,0,9,81,0,0,0,0,0,0,0,0.405000001,1,14,1,1,1,1,1.030823708,0.239578739,0,0,NA,NA,NA,NA
1822,"Broyhill, James",973310,10574,97,NC,10,0,0,70,11,0,2,1,1,1,0,14,5,0,0,0,0,0,0,0,0,0,0,4900,0,0,10,100,0,0,0,0,0,0,0,0.328999996,1,16,6,1,1,0,1.076693058,1.030823708,0,0,0.801098824,NA,0.938895941,NA
2266,"Broyhill, James",983310,10574,98,NC,10,0,0,93,11,0,1,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,8649,0,0,11,121,0,0,0,0,0,0,0,0.395999998,1,15,3,0,0,0,0.35510093,1.076693058,0,0,0.485670745,0.801098824,0.420385838,0.938895941
2713,"Broyhill, James",993310,10574,99,NC,10,0,0,73,11,0,2,1,1,1,0,14,3,0,0,0,0,0,0,0,0,0,0,5329,0,0,12,144,0,0,0,0,0,0,0,0.373999983,1,16,4,1,1,0,0.995316088,0.35510093,0,0,1.125443459,0.485670745,1.060379744,0.420385838
51,"Broyhill, Joel",934610,1154,93,VA,10,0,0,56,10,0,2,2,2,2,0,109,1,1,1,1,38,3,3,3,0,0,0,3136,1,0,11,121,0,0,0,0,0,0,0,0.259000003,1,149,6,6,6,1,2.420689583,NA,0,0,NA,NA,NA,NA
2714,"Bruce, Terry",991319,15088,99,IL,19,1,0,52,22,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2704,0,0,1,1,1,0.344000012,1,0,0,0,0,0.176000014,0,6,1,0,0,0,0.148481667,NA,0,0,0.194711104,NA,0.171596378,NA
3156,"Bruce, Terry",1001319,15088,100,IL,19,1,0,66,22,0,0,0,0,0,0,6,2,1,1,1,1,0,1,1,0,0,0,4356,0,0,2,4,1,0.344000012,1,0,0,0,0,0.153000012,0,7,2,2,2,1,0.6230039,0.148481667,0,0,NA,0.194711104,NA,0.171596378
3597,"Bruce, Terry",1011319,15088,101,IL,19,1,0,64,22,0,3,2,2,2,2,13,2,0,0,0,0,0,0,0,0,0,0,4096,0,0,3,9,1,0.344000012,1,0,0,0,0,0.147500008,0,16,4,2,2,2,2.255333424,0.6230039,0,0,2.255333424,NA,2.255333424,NA
4050,"Bruce, Terry",1021319,15088,102,IL,19,1,0,66,22,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,4356,0,0,4,16,1,0.344000012,1,0,0,0,0,0.128000021,0,11,1,0,0,0,0.206666201,2.255333424,0,0,0.206666201,2.255333424,0.206666201,2.255333424
4939,"Bryant, Ed",1044207,29569,104,TN,7,0,0,60,9,0,2,2,2,2,0,8,0,0,0,0,1,0,0,0,0,0,0,3600,0,0,1,1,0,0,1,0,0,0,0,0.31099999,1,11,2,2,2,0,1.427719235,NA,0,0,0.89800477,NA,1.162862062,NA
5386,"Bryant, Ed",1054207,29569,105,TN,7,0,0,65,9,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,4225,0,0,2,4,0,0,1,0,0,0,0,0.30249998,1,9,1,0,0,0,0.242828533,1.427719235,0,0,0.242984012,0.89800477,0.242906272,1.162862062
5838,"Bryant, Ed",1064207,29569,106,TN,7,0,0,100,9,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,10000,0,0,3,9,0,0,1,0,0,0,0,0.335999995,1,9,2,1,0,0,0.398762107,0.242828533,0,0,0.398762107,0.242984012,0.398762107,0.242906272
6278,"Bryant, Ed",1074207,29569,107,TN,7,0,0,70,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,4,16,0,0,1,0,0,0,0,0.290999979,1,3,0,0,0,0,0.046820991,0.398762107,0,0,0.046820991,0.398762107,0.046820991,0.398762107
2267,"Bryant, John",984305,15013,98,TX,5,1,0,65,27,0,1,1,1,1,1,5,2,0,0,0,1,0,0,0,0,0,0,4225,0,0,1,1,1,0.191,1,0,0,0,0,0.190000013,1,7,3,1,1,1,1.080416441,NA,0,0,1.080416441,NA,1.080416441,NA
2715,"Bryant, John",994305,15013,99,TX,5,1,0,100,27,0,1,1,1,1,0,18,5,3,3,1,1,1,1,1,0,0,0,10000,0,0,2,4,1,0.191,1,0,0,0,0,0.230000004,1,20,7,5,5,1,2.121095657,1.080416441,0,0,2.128193378,1.080416441,2.124644518,1.080416441
3157,"Bryant, John",1004305,15013,100,TX,5,1,0,59,27,0,2,1,2,2,0,17,1,0,0,0,0,0,0,0,0,0,0,3481,0,0,3,9,1,0.191,1,0,0,0,0,0.223000005,1,19,2,2,2,0,1.236747146,2.121095657,0,0,NA,2.128193378,NA,2.124644518
3598,"Bryant, John",1014305,15013,101,TX,5,1,0,61,27,0,2,1,1,1,1,23,5,0,0,0,0,0,0,0,0,0,0,3721,0,0,4,16,1,0.191,1,0,0,0,0,0.234499991,1,25,6,1,1,1,1.611865401,1.236747146,0,0,1.611865401,NA,1.611865401,NA
4051,"Bryant, John",1024305,15013,102,TX,5,1,0,60,27,0,1,1,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,3600,0,0,5,25,1,0.191,1,0,0,0,0,0.231999993,1,20,4,0,0,0,0.572559237,1.611865401,0,0,0.857483745,1.611865401,0.715021491,1.611865401
4496,"Bryant, John",1034305,15013,103,TX,5,1,0,59,30,0,2,1,0,0,0,10,3,1,0,0,0,0,0,0,0,0,0,3481,0,0,6,36,1,0.191,1,0,0,0,0,0.240999982,1,12,4,1,0,0,0.625090599,0.572559237,0,0,0.923593879,0.857483745,0.774342239,0.715021491
